# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -198.426 4.11535 9.40917
2000 -199.164 4.12969 9.95054
4000 -199.905 3.94734 10.3364
6000 -200.626 3.58461 10.5953
8000 -201.309 2.86516 10.658
10000 -201.92 2.02688 10.5882
12000 -202.429 0.953088 10.3658
14000 -202.824 -0.12055 9.99101
16000 -203.118 -1.18871 9.4686
18000 -203.273 -2.25332 8.82906
20000 -203.323 -3.18414 8.0702
22000 -203.26 -4.07411 7.23872
24000 -203.09 -4.69945 6.34379
26000 -202.85 -5.09651 5.37536
28000 -202.541 -5.18258 4.44828
30000 -202.218 -4.91023 3.44505
32000 -201.883 -4.47704 2.45475
34000 -201.569 -3.80338 1.44168
36000 -201.282 -3.0139 0.336798
38000 -201.034 -2.07749 -0.75535
40000 -200.839 -1.04642 -1.93127
42000 -200.704 0.060767 -3.15114
44000 -200.623 1.09331 -4.37378
46000 -200.586 1.96995 -5.64966
48000 -200.585 2.65272 -6.90973
50000 -200.581 3.11449 -8.1426
52000 -200.575 3.37434 -9.34901
54000 -200.546 3.49574 -10.4538
56000 -200.478 3.48324 -11.4653
58000 -200.369 3.277 -12.3375
60000 -200.208 2.9152 -13.0126
62000 -199.976 2.37838 -13.492
64000 -199.687 1.80042 -13.7515
66000 -199.338 1.21947 -13.7188
68000 -198.942 0.808859 -13.448
70000 -198.532 0.438796 -12.8841
72000 -198.117 0.214577 -12.0305
74000 -197.719 0.0272762 -10.9384
76000 -197.347 -0.140588 -9.63902
78000 -197.018 -0.222068 -8.1212
80000 -196.731 -0.263604 -6.54402
82000 -196.505 -0.273383 -4.88173
84000 -196.333 -0.339926 -3.21857
86000 -196.215 -0.42845 -1.60271
88000 -196.132 -0.694477 -0.058396
90000 -196.081 -0.985797 1.3549
92000 -196.043 -1.29082 2.6344
94000 -196.022 -1.57203 3.73766
96000 -196.017 -1.80766 4.69559
98000 -196.018 -2.04922 5.46824
100000 -196.024 -2.30944 6.06338
102000 -196.02 -2.57608 6.52152
104000 -196.018 -2.79733 6.89388
106000 -196.002 -2.84366 7.13813
108000 -195.997 -2.78642 7.34542
110000 -196.021 -2.51961 7.52188
112000 -196.074 -2.11947 7.68324
114000 -196.176 -1.61224 7.86097
116000 -196.342 -0.933069 8.04444
118000 -196.58 -0.0930542 8.23547
120000 -196.908 0.891129 8.42059
122000 -197.343 1.92592 8.60525
124000 -197.874 2.92916 8.72092
126000 -198.494 3.72722 8.8012
128000 -199.185 4.32365 8.78261
130000 -199.916 4.72307 8.68687
132000 -200.67 4.89259 8.45139
134000 -201.424 4.90629 8.13602
136000 -202.152 4.68739 7.65991
138000 -202.827 4.21248 7.10294
140000 -203.425 3.46835 6.42145
142000 -203.916 2.51243 5.65529
144000 -204.28 1.39978 4.79459
146000 -204.512 0.250726 3.84262
148000 -204.6 -0.878962 2.85902
150000 -204.552 -1.94819 1.82942
152000 -204.375 -2.91868 0.788641
154000 -204.075 -3.73056 -0.217375
156000 -203.678 -4.34324 -1.15733
158000 -203.2 -4.67397 -2.08797
160000 -202.678 -4.71657 -2.92051
162000 -202.13 -4.49932 -3.73718
164000 -201.586 -4.09338 -4.53534
166000 -201.056 -3.55254 -5.27304
168000 -200.554 -2.91383 -6.01414
170000 -200.088 -2.17114 -6.76067
172000 -199.675 -1.31822 -7.46409
174000 -199.307 -0.451863 -8.16252
176000 -199.011 0.389862 -8.84438
178000 -198.747 1.06115 -9.47317
180000 -198.524 1.56079 -10.0747
182000 -198.322 1.85365 -10.593
184000 -198.112 2.0711 -11.0487
186000 -197.916 2.13549 -11.3566
188000 -197.706 2.17838 -11.5536
190000 -197.489 2.06946 -11.598
192000 -197.266 1.86169 -11.4751
194000 -197.019 1.57055 -11.1508
196000 -196.761 1.27733 -10.6503
198000 -196.506 1.09154 -9.89524
200000 -196.259 1.04311 -8.94499
