# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -491.29 -8.10269 -19.3987
2000 -489.881 -7.93068 -20.5647
4000 -488.517 -7.19282 -21.4975
6000 -487.236 -5.84567 -22.1629
8000 -486.111 -4.26728 -22.585
10000 -485.152 -2.31327 -22.7081
12000 -484.344 -0.409771 -22.5793
14000 -483.702 1.55554 -22.1447
16000 -483.241 3.33554 -21.4406
18000 -482.943 4.86916 -20.5275
20000 -482.845 6.21879 -19.3587
22000 -482.894 7.18076 -18.0779
24000 -483.097 8.02135 -16.582
26000 -483.432 8.5591 -14.9914
28000 -483.83 8.89311 -13.2738
30000 -484.315 8.95259 -11.5042
32000 -484.816 8.66247 -9.66592
34000 -485.316 8.0263 -7.80416
36000 -485.8 6.87035 -5.91468
38000 -486.222 5.36585 -3.93331
40000 -486.552 3.45522 -1.95459
42000 -486.755 1.21043 0.0864468
44000 -486.798 -1.11297 2.18014
46000 -486.693 -3.43764 4.30372
48000 -486.428 -5.45016 6.51618
50000 -486.056 -7.03368 8.71898
52000 -485.647 -8.05424 10.9333
54000 -485.227 -8.42009 13.2117
56000 -484.873 -8.1573 15.3546
58000 -484.655 -7.37839 17.4281
60000 -484.579 -6.16386 19.3582
62000 -484.698 -4.73444 21.0933
64000 -484.987 -3.24881 22.5636
66000 -485.458 -1.84416 23.7422
68000 -486.082 -0.639411 24.5514
70000 -486.822 0.311744 24.9768
72000 -487.662 1.01206 25.0585
74000 -488.549 1.50223 24.7196
76000 -489.464 1.84796 24.0641
78000 -490.372 2.10037 23.0331
80000 -491.266 2.29775 21.7313
82000 -492.141 2.52045 20.2096
84000 -492.984 2.68693 18.5297
86000 -493.79 2.79215 16.75
88000 -494.548 2.79992 14.9926
90000 -495.248 2.67219 13.2408
92000 -495.869 2.3676 11.6174
94000 -496.406 1.91582 10.1171
96000 -496.849 1.4002 8.81742
98000 -497.203 0.829944 7.63281
100000 -497.469 0.320262 6.65445
102000 -497.669 -0.0523678 5.78978
104000 -497.821 -0.239027 4.94099
106000 -497.945 -0.236343 4.19543
108000 -498.048 -0.069695 3.34482
110000 -498.145 0.15307 2.46697
112000 -498.235 0.356853 1.43869
114000 -498.292 0.386581 0.203703
116000 -498.303 0.206775 -1.20899
118000 -498.235 -0.313938 -2.80253
120000 -498.055 -1.11887 -4.61838
122000 -497.727 -2.18056 -6.58507
124000 -497.224 -3.38204 -8.71444
126000 -496.556 -4.59096 -10.9187
128000 -495.706 -5.58564 -13.1764
130000 -494.704 -6.23799 -15.3896
132000 -493.595 -6.46748 -17.5176
134000 -492.422 -6.16559 -19.4925
136000 -491.237 -5.38293 -21.2345
138000 -490.098 -4.13493 -22.733
140000 -489.067 -2.58481 -23.9172
142000 -488.155 -0.855041 -24.7918
144000 -487.385 0.931965 -25.2852
146000 -486.777 2.60189 -25.4946
148000 -486.32 4.13572 -25.328
150000 -486 5.4415 -24.896
152000 -485.808 6.51539 -24.1785
154000 -485.74 7.35151 -23.2187
156000 -485.765 7.9818 -22.0491
158000 -485.885 8.37988 -20.665
160000 -486.075 8.56714 -19.165
162000 -486.331 8.48707 -17.5333
164000 -486.596 8.05471 -15.8196
166000 -486.869 7.24531 -13.9606
168000 -487.096 5.98221 -12.0716
170000 -487.242 4.30551 -10.0983
172000 -487.273 2.25083 -8.11567
174000 -487.161 -0.0961416 -6.0624
176000 -486.883 -2.49596 -3.92361
178000 -486.445 -4.8517 -1.74394
180000 -485.86 -6.88477 0.46526
182000 -485.184 -8.45932 2.75842
184000 -484.451 -9.38431 5.07125
186000 -483.745 -9.62251 7.39072
188000 -483.111 -9.23926 9.68079
190000 -482.616 -8.267 11.9583
192000 -482.291 -6.85875 14.1152
194000 -482.188 -5.21485 16.1151
196000 -482.29 -3.51807 17.9412
198000 -482.62 -1.8596 19.5096
200000 -483.134 -0.452938 20.8237
