# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -88.3847 0.202312 6.43743
2000 -88.9617 0.905265 6.58772
4000 -89.5681 1.55041 6.35949
6000 -90.1763 2.12495 5.80227
8000 -90.7469 2.5449 4.88977
10000 -91.2533 2.82128 3.69605
12000 -91.6585 2.90331 2.21364
14000 -91.9249 2.79084 0.52654
16000 -92.0407 2.4778 -1.31287
18000 -91.9756 1.99261 -3.17128
20000 -91.7301 1.35522 -4.86782
22000 -91.3178 0.617537 -6.30899
24000 -90.7666 -0.158602 -7.25356
26000 -90.1111 -0.936687 -7.67831
28000 -89.4023 -1.67105 -7.54141
30000 -88.6983 -2.28605 -6.83673
32000 -88.0304 -2.78943 -5.67797
34000 -87.4633 -3.11819 -4.15907
36000 -87.0143 -3.2673 -2.42742
38000 -86.7127 -3.22344 -0.579876
40000 -86.572 -2.99062 1.24551
42000 -86.5978 -2.5856 2.97148
44000 -86.7845 -2.01447 4.53382
46000 -87.1238 -1.35271 5.82637
48000 -87.6046 -0.619796 6.83921
50000 -88.184 0.128585 7.46991
52000 -88.8436 0.808128 7.69728
54000 -89.5381 1.38393 7.52541
56000 -90.2288 1.79773 6.9547
58000 -90.8724 2.05126 6.03289
60000 -91.4415 2.08483 4.78815
62000 -91.884 1.93115 3.28145
64000 -92.1785 1.56692 1.50961
66000 -92.299 1.04639 -0.427453
68000 -92.219 0.389969 -2.38576
70000 -91.9445 -0.338531 -4.26231
72000 -91.4825 -1.11249 -5.85405
74000 -90.8658 -1.85225 -7.03158
76000 -90.1287 -2.55412 -7.64268
78000 -89.3337 -3.13672 -7.68297
80000 -88.5345 -3.61201 -7.10273
82000 -87.781 -3.91134 -5.98736
84000 -87.1288 -4.05819 -4.45865
86000 -86.619 -3.99219 -2.6277
88000 -86.2688 -3.76971 -0.635462
90000 -86.112 -3.34546 1.36335
92000 -86.1388 -2.77934 3.28985
94000 -86.3554 -2.10848 5.03854
96000 -86.7463 -1.36842 6.51797
98000 -87.2767 -0.625342 7.66105
100000 -87.9388 0.0475822 8.39626
102000 -88.6661 0.629203 8.70824
104000 -89.4326 1.05479 8.55081
106000 -90.1854 1.29175 7.96871
108000 -90.8838 1.34175 6.99963
110000 -91.481 1.19998 5.69387
112000 -91.9463 0.848773 4.09042
114000 -92.2387 0.339079 2.25142
116000 -92.3464 -0.313346 0.223614
118000 -92.2412 -1.05271 -1.81788
120000 -91.9293 -1.82577 -3.78812
122000 -91.422 -2.58926 -5.50498
124000 -90.7501 -3.27898 -6.79212
126000 -89.9511 -3.87807 -7.55731
128000 -89.0942 -4.3355 -7.70993
130000 -88.2289 -4.60557 -7.2337
132000 -87.4116 -4.71253 -6.19115
134000 -86.7126 -4.61949 -4.66009
136000 -86.1536 -4.33366 -2.78623
138000 -85.7894 -3.88448 -0.712401
140000 -85.625 -3.28653 1.41886
142000 -85.6685 -2.61261 3.47502
144000 -85.9221 -1.88169 5.36187
146000 -86.3508 -1.17101 6.97945
148000 -86.9404 -0.533793 8.2385
150000 -87.653 0.00842321 9.08298
152000 -88.4348 0.408186 9.4586
154000 -89.2525 0.656443 9.34341
156000 -90.0394 0.721449 8.7505
158000 -90.7696 0.615759 7.75181
160000 -91.3817 0.319308 6.35855
162000 -91.8446 -0.148267 4.6817
164000 -92.1352 -0.758623 2.74104
166000 -92.2159 -1.46658 0.667456
168000 -92.0825 -2.24538 -1.45354
170000 -91.7315 -3.00673 -3.46875
172000 -91.186 -3.72387 -5.25683
174000 -90.4677 -4.33233 -6.61512
176000 -89.6335 -4.78696 -7.46467
178000 -88.7293 -5.05819 -7.71072
180000 -87.8262 -5.148 -7.32165
182000 -86.9792 -5.01486 -6.32617
184000 -86.2504 -4.69599 -4.81337
186000 -85.6883 -4.2171 -2.92763
188000 -85.323 -3.57389 -0.805853
190000 -85.1739 -2.8809 1.3842
192000 -85.2434 -2.13391 3.50731
194000 -85.5236 -1.44072 5.46463
196000 -85.9881 -0.802973 7.13892
198000 -86.6122 -0.292434 8.46555
200000 -87.3533 0.0833581 9.3866
