# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -875.686 0.00435696 -30.1799
2000 -873.422 -0.0518242 -29.2566
4000 -871.358 -0.235388 -26.5906
6000 -869.603 -0.569898 -22.3078
8000 -868.276 -0.68806 -17.1914
10000 -867.374 -0.801213 -11.2279
12000 -866.856 -0.585705 -5.31015
14000 -866.667 -0.246919 0.586938
16000 -866.844 0.302787 6.01653
18000 -867.361 0.953284 10.7942
20000 -868.192 1.46043 15.0514
22000 -869.33 1.96952 18.4795
24000 -870.737 1.96563 21.4892
26000 -872.352 1.69553 23.8375
28000 -874.127 1.05047 25.528
30000 -876.024 0.105881 26.4615
32000 -877.969 -0.841827 26.3011
34000 -879.916 -1.77756 25.0378
36000 -881.782 -2.29661 22.366
38000 -883.448 -2.53322 18.4034
40000 -884.808 -2.31629 13.0979
42000 -885.713 -1.66298 6.788
44000 -886.067 -0.74189 -0.130172
46000 -885.808 0.305189 -7.21623
48000 -884.963 1.22917 -13.7029
50000 -883.593 1.93549 -19.4243
52000 -881.842 2.24291 -23.7805
54000 -879.82 2.16011 -26.584
56000 -877.672 1.75641 -27.9002
58000 -875.542 1.04863 -27.6886
60000 -873.52 0.270916 -26.277
62000 -871.666 -0.466128 -23.7991
64000 -870.06 -1.0194 -20.6474
66000 -868.73 -1.2717 -16.9104
68000 -867.696 -1.2841 -12.765
70000 -866.984 -1.03792 -8.27034
72000 -866.617 -0.648272 -3.43719
74000 -866.591 -0.24658 1.67913
76000 -866.936 0.0054364 7.05503
78000 -867.645 0.154032 12.4314
80000 -868.753 0.104109 17.6332
82000 -870.227 -0.0752835 22.3635
84000 -872.032 -0.276195 26.1313
86000 -874.086 -0.42173 28.6485
88000 -876.293 -0.393751 29.5984
90000 -878.484 -0.207993 28.8212
92000 -880.529 0.173275 26.2745
94000 -882.318 0.673141 22.1982
96000 -883.704 1.12838 16.9577
98000 -884.643 1.49254 10.8939
100000 -885.104 1.5992 4.5159
102000 -885.105 1.38424 -1.7387
104000 -884.679 0.85653 -7.49974
106000 -883.91 0.090458 -12.595
108000 -882.845 -0.776357 -16.8755
110000 -881.549 -1.60453 -20.2243
112000 -880.075 -2.18115 -22.8519
114000 -878.462 -2.42714 -24.6514
116000 -876.75 -2.23585 -25.7367
118000 -874.964 -1.67639 -26.0181
120000 -873.145 -0.760184 -25.3829
122000 -871.336 0.283523 -23.6979
124000 -869.64 1.27878 -20.8522
126000 -868.117 2.02321 -16.832
128000 -866.906 2.42616 -11.6681
130000 -866.09 2.35755 -5.52548
132000 -865.795 1.92346 1.19336
134000 -866.024 1.14465 8.03013
136000 -866.824 0.255589 14.5513
138000 -868.133 -0.615968 20.1999
140000 -869.86 -1.2656 24.5395
142000 -871.898 -1.66393 27.4062
144000 -874.079 -1.69004 28.5719
146000 -876.287 -1.43514 28.1769
148000 -878.396 -0.980775 26.3969
150000 -880.284 -0.440421 23.468
152000 -881.91 0.00600241 19.7815
154000 -883.209 0.388831 15.583
156000 -884.156 0.5052 11.0753
158000 -884.774 0.444571 6.36764
160000 -885.042 0.256467 1.5419
162000 -884.969 0.0607674 -3.36712
164000 -884.536 -0.0594924 -8.40039
166000 -883.743 -0.0540113 -13.3261
168000 -882.588 0.116886 -18.1538
170000 -881.055 0.417731 -22.497
172000 -879.219 0.775078 -26.0435
174000 -877.115 1.0776 -28.4763
176000 -874.879 1.23286 -29.4044
178000 -872.643 1.10537 -28.6668
180000 -870.548 0.684167 -26.1261
182000 -868.741 0.0936131 -22.0501
184000 -867.338 -0.702348 -16.5135
186000 -866.427 -1.40905 -10.1564
188000 -866.028 -1.96908 -3.35121
190000 -866.165 -2.24123 3.3094
192000 -866.775 -2.06782 9.44114
194000 -867.776 -1.55056 14.689
196000 -869.105 -0.694887 18.8725
198000 -870.652 0.314189 21.9515
200000 -872.293 1.31319 23.9554
