# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -875.686 0.00435696 -30.1799
2000 -875.634 0.0861691 -30.1308
4000 -875.646 0.356924 -29.9221
6000 -875.749 0.882617 -29.6118
8000 -875.933 1.1275 -29.1707
10000 -876.163 1.43325 -28.6545
12000 -876.338 1.26118 -28.142
14000 -876.418 0.961852 -27.5827
16000 -876.43 0.363042 -27.0435
18000 -876.355 -0.508018 -26.6002
20000 -876.24 -1.25782 -26.2318
22000 -876.077 -2.10482 -25.9296
24000 -875.884 -2.46652 -25.8256
26000 -875.696 -2.56299 -25.7906
28000 -875.481 -2.20999 -25.9062
30000 -875.29 -1.4549 -26.1964
32000 -875.149 -0.705476 -26.525
34000 -875.087 0.208469 -26.9925
36000 -875.113 0.869183 -27.5308
38000 -875.227 1.34575 -28.0727
40000 -875.407 1.47466 -28.6164
42000 -875.58 1.26494 -29.1174
44000 -875.715 0.95635 -29.5369
46000 -875.775 0.478384 -29.8703
48000 -875.789 0.18005 -30.0931
50000 -875.752 -0.00341419 -30.1728
52000 -875.724 0.104122 -30.1022
54000 -875.75 0.40363 -29.9255
56000 -875.813 0.750015 -29.612
58000 -875.944 1.17228 -29.1712
60000 -876.107 1.37046 -28.7063
62000 -876.262 1.37186 -28.1578
64000 -876.379 1.00191 -27.5963
66000 -876.424 0.364334 -27.0664
68000 -876.38 -0.437995 -26.6224
70000 -876.279 -1.34802 -26.2121
72000 -876.102 -2.02282 -25.9815
74000 -875.899 -2.50118 -25.8102
76000 -875.687 -2.52624 -25.791
78000 -875.476 -2.17882 -25.9003
80000 -875.289 -1.54186 -26.1532
82000 -875.17 -0.689326 -26.5374
84000 -875.101 0.152081 -26.9786
86000 -875.133 0.888965 -27.4844
88000 -875.232 1.30834 -28.06
90000 -875.385 1.46194 -28.6263
92000 -875.546 1.30434 -29.0979
94000 -875.683 0.91717 -29.5331
96000 -875.763 0.525048 -29.8623
98000 -875.798 0.156077 -30.0698
100000 -875.782 0.00520928 -30.1493
102000 -875.754 0.0957733 -30.1416
104000 -875.768 0.350922 -29.918
106000 -875.814 0.763775 -29.6289
108000 -875.926 1.16664 -29.2076
110000 -876.085 1.39217 -28.7083
112000 -876.225 1.37029 -28.1811
114000 -876.362 1.01649 -27.6088
116000 -876.414 0.371727 -27.107
118000 -876.405 -0.442668 -26.6153
120000 -876.303 -1.27722 -26.2485
122000 -876.134 -2.01593 -25.9624
124000 -875.925 -2.46004 -25.8239
126000 -875.688 -2.53493 -25.7784
128000 -875.458 -2.20327 -25.903
130000 -875.282 -1.54819 -26.1406
132000 -875.154 -0.734938 -26.5245
134000 -875.092 0.144153 -26.9851
136000 -875.141 0.855251 -27.4869
138000 -875.25 1.29275 -28.0143
140000 -875.388 1.46251 -28.5748
142000 -875.555 1.29254 -29.0881
144000 -875.665 0.962185 -29.5033
146000 -875.752 0.527867 -29.8739
148000 -875.78 0.155324 -30.0817
150000 -875.78 0.0308362 -30.1757
152000 -875.771 0.0834803 -30.0998
154000 -875.777 0.361852 -29.9505
156000 -875.822 0.74502 -29.6198
158000 -875.926 1.13776 -29.2253
160000 -876.053 1.38907 -28.7242
162000 -876.216 1.35604 -28.2025
164000 -876.338 1.04157 -27.6477
166000 -876.42 0.419371 -27.0876
168000 -876.422 -0.387868 -26.6567
170000 -876.318 -1.28331 -26.2371
172000 -876.152 -1.99381 -25.9749
174000 -875.936 -2.43678 -25.8167
176000 -875.681 -2.54325 -25.803
178000 -875.452 -2.22547 -25.8908
180000 -875.274 -1.58457 -26.1345
182000 -875.15 -0.748667 -26.4951
184000 -875.115 0.0891646 -26.9807
186000 -875.156 0.828497 -27.4484
188000 -875.264 1.31766 -28.0014
190000 -875.394 1.44406 -28.5644
192000 -875.529 1.33109 -29.0634
194000 -875.65 0.958717 -29.5093
196000 -875.724 0.555908 -29.8379
198000 -875.768 0.194574 -30.0911
200000 -875.774 -0.00260851 -30.1424
