# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -875.686 0.00435696 -30.1799
2000 -874.708 0.104758 -30.0688
4000 -873.807 0.434582 -29.6892
6000 -873.01 1.05985 -29.0252
8000 -872.339 1.48173 -28.1809
10000 -871.755 2.02572 -27.0416
12000 -871.183 2.15854 -25.7522
14000 -870.595 2.188 -24.1962
16000 -870.015 1.909 -22.4306
18000 -869.44 1.31931 -20.5389
20000 -868.9 0.714916 -18.4193
22000 -868.397 -0.0996643 -16.2112
24000 -867.927 -0.622065 -13.8059
26000 -867.518 -1.03755 -11.3412
28000 -867.14 -1.08613 -8.73292
30000 -866.816 -0.798241 -6.05351
32000 -866.604 -0.469907 -3.35449
34000 -866.502 0.0774903 -0.630445
36000 -866.511 0.443501 2.02371
38000 -866.677 0.707392 4.7103
40000 -866.931 0.716768 7.36713
42000 -867.263 0.372973 9.94007
44000 -867.624 -0.129415 12.4667
46000 -868.01 -0.877832 14.8629
48000 -868.381 -1.52151 17.1028
50000 -868.764 -2.07964 19.2292
52000 -869.172 -2.41045 21.159
54000 -869.616 -2.39538 22.9388
56000 -870.132 -2.20812 24.523
58000 -870.726 -1.68907 25.8959
60000 -871.404 -1.14039 27.0327
62000 -872.184 -0.562429 28.035
64000 -873.015 -0.177584 28.7608
66000 -873.905 0.0126221 29.2511
68000 -874.818 -0.0755018 29.5434
70000 -875.702 -0.41531 29.5048
72000 -876.55 -0.879495 29.2874
74000 -877.329 -1.39482 28.8283
76000 -878.053 -1.80329 28.1705
78000 -878.715 -1.98627 27.254
80000 -879.349 -1.94392 26.1109
82000 -879.961 -1.53209 24.7786
84000 -880.597 -0.93394 23.2728
86000 -881.231 -0.203868 21.5267
88000 -881.886 0.488589 19.5997
90000 -882.541 1.05591 17.5382
92000 -883.161 1.44097 15.38
94000 -883.715 1.41419 13.0573
96000 -884.218 1.22175 10.5911
98000 -884.585 0.760035 8.11804
100000 -884.845 0.322562 5.50998
102000 -884.979 -0.159141 2.89379
104000 -884.987 -0.400136 0.256341
106000 -884.936 -0.32984 -2.42579
108000 -884.81 -0.0405076 -5.07487
110000 -884.64 0.478939 -7.59718
112000 -884.451 1.09407 -10.1815
114000 -884.223 1.75882 -12.6152
116000 -883.979 2.25433 -14.9228
118000 -883.691 2.51667 -17.1825
120000 -883.365 2.50663 -19.251
122000 -882.959 2.15188 -21.1382
124000 -882.469 1.63106 -22.9144
126000 -881.895 0.988566 -24.4614
128000 -881.198 0.401154 -25.7924
130000 -880.402 -0.049747 -26.9335
132000 -879.54 -0.210994 -27.8301
134000 -878.631 -0.118679 -28.5189
136000 -877.743 0.181493 -28.95
138000 -876.882 0.661512 -29.176
140000 -876.087 1.15695 -29.1279
142000 -875.342 1.53038 -28.8616
144000 -874.615 1.6828 -28.3625
146000 -873.918 1.5204 -27.5747
148000 -873.21 1.13844 -26.6109
150000 -872.472 0.500333 -25.3787
152000 -871.722 -0.216318 -24.0041
154000 -870.953 -0.910242 -22.4248
156000 -870.175 -1.46322 -20.6256
158000 -869.433 -1.74117 -18.6897
160000 -868.722 -1.7573 -16.5894
162000 -868.086 -1.48089 -14.3581
164000 -867.57 -1.04106 -12.0516
166000 -867.147 -0.504373 -9.58379
168000 -866.861 -0.0901686 -7.08712
170000 -866.688 0.156253 -4.57629
172000 -866.606 0.132874 -1.99523
174000 -866.59 -0.144015 0.55511
176000 -866.619 -0.651198 3.13756
178000 -866.662 -1.27811 5.67818
180000 -866.721 -1.88055 8.1343
182000 -866.803 -2.34479 10.5326
184000 -866.916 -2.5044 12.8124
186000 -867.115 -2.43466 15.0183
188000 -867.396 -2.06789 17.0549
190000 -867.782 -1.43775 18.959
192000 -868.298 -0.817599 20.7159
194000 -868.912 -0.174115 22.2804
196000 -869.621 0.270641 23.6848
198000 -870.401 0.418644 24.8831
200000 -871.219 0.339668 25.8789
