# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -875.686 0.00435696 -30.1799
2000 -874.556 0.0780036 -29.8641
4000 -873.489 0.226161 -28.9207
6000 -872.499 0.264774 -27.3827
8000 -871.613 0.488421 -25.537
10000 -870.797 0.432485 -23.3086
12000 -870.016 0.409018 -21.0625
14000 -869.249 0.10695 -18.7349
16000 -868.562 -0.274981 -16.4772
18000 -867.985 -0.58375 -14.3566
20000 -867.545 -1.03943 -12.3442
22000 -867.223 -1.06995 -10.5013
24000 -867.029 -1.06375 -8.63338
26000 -866.901 -0.793884 -6.68851
28000 -866.781 -0.294428 -4.55518
30000 -866.665 0.24557 -2.09339
32000 -866.571 0.918649 0.563748
34000 -866.498 1.33397 3.58686
36000 -866.524 1.69046 6.74059
38000 -866.653 1.61977 10.1301
40000 -866.946 1.28312 13.5284
42000 -867.406 0.708381 16.7786
44000 -868.057 -0.17468 19.7931
46000 -868.871 -0.91597 22.2902
48000 -869.836 -1.68302 24.3518
50000 -870.89 -2.08911 25.7911
52000 -872.011 -2.15494 26.6713
54000 -873.14 -1.85053 27.0723
56000 -874.253 -1.13287 27.005
58000 -875.277 -0.205403 26.6405
60000 -876.197 0.837141 26.0799
62000 -877.012 1.70913 25.4942
64000 -877.713 2.31885 24.9118
66000 -878.367 2.50283 24.3762
68000 -879 2.22544 23.8641
70000 -879.663 1.57839 23.2956
72000 -880.393 0.549128 22.6321
74000 -881.183 -0.493427 21.8319
76000 -882.042 -1.50795 20.6323
78000 -882.923 -2.23477 19.0655
80000 -883.784 -2.51591 16.9289
82000 -884.569 -2.42784 14.376
84000 -885.224 -1.78549 11.3391
86000 -885.688 -0.911648 7.99002
88000 -885.94 0.173754 4.34072
90000 -885.964 1.18697 0.595047
92000 -885.78 1.94328 -3.04378
94000 -885.402 2.39544 -6.49183
96000 -884.908 2.30591 -9.54666
98000 -884.316 1.88721 -12.2564
100000 -883.69 1.08834 -14.4965
102000 -883.087 0.16464 -16.3786
104000 -882.488 -0.812808 -17.9204
106000 -881.948 -1.60396 -19.2602
108000 -881.406 -1.97586 -20.4324
110000 -880.854 -2.10756 -21.5646
112000 -880.254 -1.7733 -22.7595
114000 -879.561 -1.18317 -23.9748
116000 -878.764 -0.358222 -25.2601
118000 -877.835 0.426352 -26.5142
120000 -876.795 1.03412 -27.6177
122000 -875.669 1.5277 -28.455
124000 -874.483 1.59428 -28.9232
126000 -873.309 1.45237 -28.8781
128000 -872.179 0.988952 -28.2673
130000 -871.137 0.467864 -27.0296
132000 -870.202 -0.13492 -25.2181
134000 -869.374 -0.615028 -22.8274
136000 -868.672 -0.88635 -20.0903
138000 -868.091 -1.00616 -17.0612
140000 -867.616 -0.888417 -13.9576
142000 -867.247 -0.649517 -10.8012
144000 -866.966 -0.325775 -7.82612
146000 -866.76 0.00419224 -5.09686
148000 -866.615 0.2138 -2.58708
150000 -866.543 0.380564 -0.344877
152000 -866.527 0.365048 1.76616
154000 -866.59 0.26799 3.75006
156000 -866.727 0.121092 5.76668
158000 -866.954 0.0373647 7.9039
160000 -867.277 -0.00286563 10.1924
162000 -867.683 0.0129905 12.6836
164000 -868.181 0.167299 15.3027
166000 -868.773 0.286299 18.0612
168000 -869.429 0.424112 20.7823
170000 -870.168 0.487911 23.3336
172000 -871 0.395448 25.5866
174000 -871.923 0.218783 27.4052
176000 -872.915 -0.140991 28.6504
178000 -873.989 -0.508708 29.2938
180000 -875.111 -0.870073 29.3788
182000 -876.24 -1.12566 28.8787
184000 -877.342 -1.16857 27.8099
186000 -878.422 -1.02329 26.4784
188000 -879.391 -0.567142 24.8831
190000 -880.283 -0.0455696 23.1646
192000 -881.066 0.617158 21.4485
194000 -881.711 1.21723 19.8161
196000 -882.278 1.64394 18.2824
198000 -882.731 1.78482 16.836
200000 -883.149 1.58202 15.3905
