# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -220.909 -0.652959 -12.7492
50 -220.434 -1.12827 -12.2831
100 -220.087 -1.48115 -11.7836
150 -219.685 -1.83802 -11.096
200 -219.324 -2.11546 -10.3096
250 -219.016 -2.31936 -9.42182
300 -218.748 -2.46162 -8.41634
350 -218.522 -2.54084 -7.29913
400 -218.344 -2.55927 -6.07334
450 -218.215 -2.52497 -4.74193
500 -218.137 -2.43759 -3.31414
550 -218.112 -2.3064 -1.79978
600 -218.143 -2.13004 -0.213872
650 -218.229 -1.91429 1.42332
700 -218.373 -1.65817 3.09139
750 -218.572 -1.3657 4.76333
800 -218.826 -1.03124 6.41132
850 -219.131 -0.658593 8.00618
900 -219.484 -0.244469 9.51718
950 -219.88 0.210742 10.9141
1000 -220.312 0.708248 12.1687
1050 -220.773 1.24766 13.2558
1100 -221.254 1.82537 14.1535
1150 -221.749 2.43869 14.8442
1200 -222.245 3.08105 15.3166
1250 -222.735 3.74486 15.5651
1300 -223.209 4.41897 15.5894
1350 -223.659 5.09304 15.3955
1400 -224.076 5.75119 14.9959
1450 -224.454 6.38126 14.4066
1500 -224.787 6.96627 13.6487
1550 -225.07 7.49198 12.747
1600 -225.301 7.94199 11.7274
1650 -225.478 8.30596 10.6172
1700 -225.6 8.57019 9.44287
1750 -225.671 8.7268 8.23145
1800 -225.691 8.77081 7.00541
1850 -225.664 8.69888 5.7864
1900 -225.595 8.51341 4.59015
1950 -225.488 8.21925 3.43038
2000 -225.348 7.8252 2.31565
2050 -225.18 7.34219 1.25163
2100 -224.988 6.78719 0.240465
2150 -224.776 6.17459 -0.718409
2200 -224.548 5.52427 -1.62673
2250 -224.307 4.85529 -2.48948
2300 -224.054 4.18808 -3.309
2350 -223.791 3.53732 -4.08935
2400 -223.518 2.92517 -4.83152
2450 -223.236 2.3644 -5.53415
2500 -222.944 1.86775 -6.19468
2550 -222.641 1.4439 -6.80722
2600 -222.329 1.1024 -7.36282
2650 -222.005 0.842667 -7.84997
2700 -221.671 0.668501 -8.25384
2750 -221.327 0.576572 -8.5613
2800 -220.976 0.562373 -8.75593
2850 -220.618 0.617202 -8.82226
2900 -220.258 0.739271 -8.74636
2950 -219.9 0.912709 -8.5165
3000 -219.546 1.13131 -8.12453
3050 -219.205 1.3896 -7.56459
3100 -218.879 1.67463 -6.83896
3150 -218.575 1.98489 -5.95179
3200 -218.298 2.31056 -4.91298
3250 -218.054 2.65147 -3.73955
3300 -217.846 3.00158 -2.4497
3350 -217.679 3.36358 -1.06968
3400 -217.555 3.73342 0.374197
3450 -217.475 4.11551 1.85186
3500 -217.44 4.5081 3.33401
3550 -217.45 4.91213 4.78867
3600 -217.502 5.3274 6.18782
3650 -217.593 5.75222 7.50517
3700 -217.719 6.18394 8.71746
3750 -217.877 6.61753 9.80553
3800 -218.06 7.04702 10.7555
3850 -218.264 7.46456 11.5592
3900 -218.483 7.86011 12.2117
3950 -218.713 8.2215 12.7143
4000 -218.948 8.53885 13.0714
4050 -219.186 8.79768 13.292
4100 -219.423 8.98747 13.3876
4150 -219.658 9.09597 13.3704
4200 -219.887 9.114 13.2543
4250 -220.112 9.03302 13.0529
4300 -220.331 8.84899 12.777
4350 -220.547 8.55912 12.4377
4400 -220.758 8.16487 12.0409
4450 -220.968 7.67207 11.5914
4500 -221.176 7.08707 11.0901
4550 -221.383 6.42345 10.5349
4600 -221.59 5.69426 9.92246
4650 -221.795 4.91765 9.24526
4700 -221.998 4.1108 8.49697
4750 -222.195 3.29545 7.67023
4800 -222.384 2.48982 6.75834
4850 -222.561 1.71483 5.75731
4900 -222.72 0.988334 4.66493
4950 -222.858 0.326764 3.48244
5000 -222.967 -0.256014 2.21667
5050 -223.043 -0.746882 0.876628
5100 -223.08 -1.14111 -0.521785
5150 -223.073 -1.43135 -1.95864
5200 -223.016 -1.61879 -3.41109
5250 -222.909 -1.70437 -4.85213
5300 -222.748 -1.6944 -6.25307
5350 -222.532 -1.59623 -7.58325
5400 -222.263 -1.41858 -8.81015
5450 -221.941 -1.17485 -9.906
5500 -221.573 -0.874307 -10.8425
5550 -221.161 -0.53214 -11.5962
5600 -220.714 -0.159036 -12.1473
5650 -220.237 0.234822 -12.4805
5700 -219.739 0.638829 -12.5907
5750 -219.23 1.04392 -12.4737
5800 -218.715 1.44404 -12.135
5850 -218.207 1.8333 -11.5847
5900 -217.71 2.20879 -10.8383
5950 -217.235 2.56849 -9.91771
6000 -216.787 2.90824 -8.84628
6050 -216.371 3.22929 -7.65064
6100 -215.995 3.52986 -6.35967
6150 -215.66 3.80799 -5.00136
6200 -215.371 4.06354 -3.60303
6250 -215.128 4.29188 -2.19144
6300 -214.932 4.48881 -0.788997
6350 -214.785 4.65132 0.585596
6400 -214.685 4.77161 1.91513
6450 -214.633 4.84271 3.18816
6500 -214.628 4.85745 4.3957
6550 -214.668 4.80707 5.53186
6600 -214.754 4.68354 6.59491
6650 -214.885 4.48039 7.58324
6700 -215.06 4.19204 8.49767
6750 -215.28 3.814 9.33802
6800 -215.545 3.34498 10.104
6850 -215.853 2.78624 10.7951
6900 -216.207 2.14195 11.4069
6950 -216.603 1.42124 11.9332
7000 -217.042 0.632247 12.367
7050 -217.521 -0.208839 12.6968
7100 -218.038 -1.08559 12.9087
7150 -218.588 -1.98062 12.9904
7200 -219.166 -2.8717 12.9248
7250 -219.766 -3.73854 12.6975
7300 -220.38 -4.55957 12.2945
7350 -221 -5.31361 11.7046
7400 -221.614 -5.98269 10.9193
7450 -222.214 -6.54818 9.93526
7500 -222.787 -6.99757 8.75207
7550 -223.323 -7.32022 7.37913
7600 -223.811 -7.51061 5.82526
7650 -224.238 -7.56539 4.11377
7700 -224.597 -7.48634 2.26599
7750 -224.877 -7.28096 0.314024
7800 -225.073 -6.95707 -1.70942
7850 -225.177 -6.52985 -3.76536
7900 -225.188 -6.01436 -5.81399
7950 -225.103 -5.42873 -7.81407
8000 -224.924 -4.79006 -9.7253
8050 -224.653 -4.1235 -11.5089
8100 -224.294 -3.44195 -13.1299
8150 -223.857 -2.76741 -14.5566
8200 -223.347 -2.11911 -15.764
8250 -222.777 -1.50564 -16.7328
8300 -222.155 -0.944038 -17.4499
8350 -221.494 -0.4438 -17.9088
8400 -220.806 -0.0128958 -18.1098
8450 -220.103 0.34764 -18.0602
8500 -219.396 0.628314 -17.7711
8550 -218.696 0.834651 -17.2595
8600 -218.016 0.967377 -16.5457
8650 -217.363 1.02593 -15.6517
8700 -216.746 1.01409 -14.6018
8750 -216.175 0.938477 -13.42
8800 -215.654 0.797362 -12.13
8850 -215.189 0.596993 -10.7539
8900 -214.787 0.340708 -9.31212
8950 -214.449 0.0278255 -7.82226
9000 -214.181 -0.337735 -6.29998
9050 -213.984 -0.755492 -4.75734
9100 -213.861 -1.22522 -3.20609
9150 -213.813 -1.74507 -1.65531
9200 -213.842 -2.31269 -0.112914
9250 -213.949 -2.92534 1.41304
9300 -214.134 -3.57911 2.91485
9350 -214.399 -4.26909 4.38157
9400 -214.741 -4.98651 5.80303
9450 -215.16 -5.72219 7.16667
9500 -215.654 -6.46354 8.45662
9550 -216.219 -7.19951 9.65425
9600 -216.851 -7.91188 10.7403
9650 -217.545 -8.58619 11.693
9700 -218.292 -9.20444 12.4897
9750 -219.086 -9.74944 13.1083
9800 -219.915 -10.2043 13.5265
9850 -220.769 -10.5543 13.7252
9900 -221.634 -10.785 13.6867
9950 -222.498 -10.8877 13.3995
10000 -223.347 -10.8534 12.8556
10050 -224.166 -10.6806 12.0532
10100 -224.942 -10.368 10.997
10150 -225.66 -9.92143 9.69899
10200 -226.307 -9.35099 8.17661
10250 -226.872 -8.66781 6.45432
10300 -227.344 -7.88932 4.56234
10350 -227.714 -7.03791 2.53622
10400 -227.977 -6.13115 0.414792
10450 -228.128 -5.19526 -1.75971
10500 -228.165 -4.25534 -3.94501
10550 -228.089 -3.33309 -6.09663
10600 -227.903 -2.45429 -8.17387
10650 -227.613 -1.6398 -10.1369
10700 -227.226 -0.908648 -11.9514
10750 -226.751 -0.27175 -13.5873
10800 -226.199 0.249902 -15.0194
10850 -225.581 0.656117 -16.23
10900 -224.91 0.940533 -17.2069
10950 -224.199 1.10148 -17.9436
11000 -223.462 1.14276 -18.4392
11050 -222.71 1.07185 -18.6998
11100 -221.957 0.896231 -18.7333
11150 -221.213 0.629071 -18.5532
11200 -220.49 0.281738 -18.1734
