# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -220.909 -0.652959 -12.7492
50 -220.37 -1.19111 -12.3468
100 -219.968 -1.60443 -11.8656
150 -219.504 -2.03674 -11.1581
200 -219.087 -2.40041 -10.3102
250 -218.732 -2.70402 -9.32449
300 -218.427 -2.9583 -8.18674
350 -218.177 -3.16417 -6.90811
400 -217.99 -3.32498 -5.49795
450 -217.871 -3.44574 -3.96587
500 -217.822 -3.53058 -2.32861
550 -217.847 -3.58094 -0.604827
600 -217.948 -3.59939 1.18152
650 -218.127 -3.5854 3.00288
700 -218.384 -3.53678 4.82705
750 -218.718 -3.45163 6.62058
800 -219.125 -3.3266 8.34632
850 -219.6 -3.15642 9.96659
900 -220.137 -2.93799 11.4461
950 -220.728 -2.66544 12.7475
1000 -221.364 -2.33554 13.8391
1050 -222.032 -1.94763 14.6925
1100 -222.721 -1.50073 15.2844
1150 -223.417 -0.996504 15.5982
1200 -224.108 -0.440397 15.6248
1250 -224.779 0.161114 15.3613
1300 -225.417 0.797142 14.8134
1350 -226.009 1.45483 13.994
1400 -226.544 2.12163 12.9231
1450 -227.011 2.78008 11.6265
1500 -227.402 3.41226 10.1348
1550 -227.71 4.00294 8.4845
1600 -227.931 4.53348 6.71288
1650 -228.061 4.98876 4.85951
1700 -228.1 5.35496 2.96391
1750 -228.05 5.62025 1.06525
1800 -227.914 5.77658 -0.800988
1850 -227.696 5.81885 -2.60257
1900 -227.403 5.74584 -4.31069
1950 -227.043 5.56072 -5.90073
2000 -226.623 5.26907 -7.35378
2050 -226.152 4.88089 -8.65427
2100 -225.64 4.40827 -9.79347
2150 -225.095 3.86585 -10.7643
2200 -224.526 3.2698 -11.5626
2250 -223.942 2.63641 -12.1893
2300 -223.35 1.98394 -12.6459
2350 -222.759 1.32826 -12.9349
2400 -222.175 0.685355 -13.058
2450 -221.605 0.0671064 -13.0197
2500 -221.054 -0.513791 -12.8233
2550 -220.529 -1.04981 -12.4696
2600 -220.035 -1.53343 -11.9607
2650 -219.578 -1.96159 -11.2973
2700 -219.163 -2.33435 -10.4823
2750 -218.794 -2.65081 -9.51581
2800 -218.477 -2.91457 -8.40236
2850 -218.217 -3.12861 -7.1463
2900 -218.019 -3.29772 -5.75572
2950 -217.887 -3.42536 -4.24164
3000 -217.825 -3.5166 -2.61849
3050 -217.838 -3.57329 -0.90519
3100 -217.926 -3.59756 0.874788
3150 -218.093 -3.58936 2.69508
3200 -218.337 -3.54612 4.52358
3250 -218.659 -3.46816 6.32692
3300 -219.054 -3.34896 8.06798
3350 -219.52 -3.18655 9.71049
3400 -220.048 -2.97548 11.2167
3450 -220.632 -2.71144 12.5504
3500 -221.262 -2.39126 13.6786
3550 -221.926 -2.01157 14.5724
3600 -222.613 -1.57347 15.2069
3650 -223.31 -1.07758 15.5656
3700 -224.003 -0.52848 15.637
3750 -224.678 0.0671217 15.4179
3800 -225.323 0.699126 14.9122
3850 -225.923 1.35575 14.1329
3900 -226.468 2.02194 13.0975
3950 -226.946 2.68306 11.8317
4000 -227.349 3.32133 10.3664
4050 -227.671 3.91887 8.73611
4100 -227.904 4.46064 6.97884
4150 -228.048 4.92826 5.1339
4200 -228.1 5.30839 3.24136
4250 -228.063 5.58853 1.33912
4300 -227.939 5.76106 -0.535377
