# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -551.368 -3.52609 19.0896
2000 -551.771 -3.19163 19.5879
4000 -552.23 -2.725 19.8292
6000 -552.684 -2.0277 19.9181
8000 -553.239 -1.64756 19.6248
10000 -553.825 -1.05364 19.1215
12000 -554.403 -0.658013 18.321
14000 -554.991 -0.202641 17.1882
16000 -555.592 0.275193 15.7979
18000 -556.153 0.535751 14.0896
20000 -556.683 0.781278 12.1261
22000 -557.147 0.66198 9.98398
24000 -557.528 0.610944 7.67203
26000 -557.81 0.448639 5.21681
28000 -557.99 0.402572 2.79094
30000 -558.096 0.505465 0.275081
32000 -558.102 0.554807 -2.15491
34000 -558.047 0.678027 -4.50076
36000 -557.899 0.722988 -6.79634
38000 -557.699 0.94519 -8.81512
40000 -557.441 1.23765 -10.7517
42000 -557.17 1.71214 -12.4031
44000 -556.894 2.21616 -13.8161
46000 -556.592 2.6197 -15.0624
48000 -556.316 2.89484 -16.034
50000 -555.99 2.91961 -16.8383
52000 -555.659 2.89007 -17.4329
54000 -555.296 2.68855 -17.8971
56000 -554.884 2.43288 -18.1426
58000 -554.456 1.93609 -18.259
60000 -553.934 1.24878 -18.25
62000 -553.372 0.336887 -18.0821
64000 -552.708 -0.722382 -17.7832
66000 -551.975 -1.6811 -17.3629
68000 -551.176 -2.56218 -16.7439
70000 -550.319 -3.23041 -15.9328
72000 -549.447 -3.82589 -14.9851
74000 -548.554 -4.24489 -13.8442
76000 -547.676 -4.58273 -12.4838
78000 -546.825 -4.65462 -10.9687
80000 -546.054 -4.42018 -9.31276
82000 -545.359 -3.91902 -7.49575
84000 -544.801 -3.21789 -5.60533
86000 -544.376 -2.40026 -3.65018
88000 -544.089 -1.49636 -1.62692
90000 -543.976 -0.575866 0.371313
92000 -544.008 0.493775 2.29131
94000 -544.22 1.60574 4.17262
96000 -544.606 2.70349 6.00587
98000 -545.145 3.60908 7.66729
100000 -545.808 4.21913 9.11697
102000 -546.572 4.49298 10.4866
104000 -547.383 4.46502 11.6306
106000 -548.215 4.26475 12.5918
108000 -549.069 3.91244 13.4509
110000 -549.882 3.37151 14.1533
112000 -550.685 2.62249 14.7663
114000 -551.426 1.70987 15.3145
116000 -552.071 0.72663 15.7051
118000 -552.667 -0.232076 16.0619
120000 -553.186 -0.933997 16.3851
122000 -553.644 -1.44949 16.55
124000 -554.099 -1.82142 16.7069
126000 -554.511 -2.03734 16.7525
128000 -554.903 -2.21174 16.6774
130000 -555.304 -2.27042 16.4591
132000 -555.664 -2.18282 16.1208
134000 -556.045 -1.92934 15.6023
136000 -556.423 -1.6015 14.8519
138000 -556.801 -1.29204 13.9684
140000 -557.174 -1.04841 12.826
142000 -557.509 -0.915729 11.4054
144000 -557.805 -0.863447 9.76309
146000 -558.038 -0.805239 7.79588
148000 -558.196 -0.779899 5.65276
150000 -558.288 -0.793729 3.27158
152000 -558.28 -0.904891 0.742799
154000 -558.162 -1.09955 -1.83779
156000 -557.947 -1.27906 -4.48499
158000 -557.609 -1.35592 -7.04411
160000 -557.19 -1.26746 -9.57396
162000 -556.703 -1.02839 -11.9364
164000 -556.154 -0.756549 -14.1398
166000 -555.571 -0.345321 -16.0818
168000 -554.953 0.0693037 -17.7527
170000 -554.326 0.625145 -19.1363
172000 -553.724 1.37575 -20.1569
174000 -553.153 2.19835 -20.8546
176000 -552.645 3.03204 -21.2182
178000 -552.203 3.66304 -21.2474
180000 -551.811 4.06836 -20.9914
182000 -551.453 4.18879 -20.4748
184000 -551.134 4.13569 -19.6624
186000 -550.831 3.90655 -18.6975
188000 -550.527 3.50545 -17.5257
190000 -550.227 2.84207 -16.199
192000 -549.892 1.87467 -14.8139
194000 -549.52 0.74807 -13.295
196000 -549.079 -0.510141 -11.7229
198000 -548.59 -1.63837 -10.0759
200000 -548.074 -2.55573 -8.34641
