# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -551.368 -3.52609 19.0896
2000 -551.738 -3.44845 18.6346
4000 -552.094 -3.0738 18.0878
6000 -552.353 -2.753 17.5294
8000 -552.608 -1.9911 17.0117
10000 -552.809 -1.4074 16.5201
12000 -552.897 -0.504454 16.214
14000 -552.9 0.454046 16.0362
16000 -552.843 1.39025 16.0172
18000 -552.638 2.28492 16.1969
20000 -552.411 2.73965 16.4844
22000 -552.118 3.17077 16.8834
24000 -551.806 3.19343 17.3297
26000 -551.492 3.30316 17.8131
28000 -551.14 3.187 18.2699
30000 -550.847 2.90871 18.6665
32000 -550.569 2.39349 19.0483
34000 -550.379 1.50143 19.3329
36000 -550.249 0.710102 19.5833
38000 -550.235 -0.254471 19.7491
40000 -550.292 -1.01111 19.8358
42000 -550.414 -1.72034 19.8872
44000 -550.631 -2.4112 19.7965
46000 -550.892 -2.99709 19.6182
48000 -551.214 -3.4417 19.3145
50000 -551.556 -3.50495 18.9141
52000 -551.903 -3.36743 18.4168
54000 -552.218 -2.91822 17.8392
56000 -552.475 -2.41171 17.2906
58000 -552.697 -1.79944 16.8087
60000 -552.834 -1.03314 16.375
62000 -552.909 -0.203964 16.1102
64000 -552.883 0.823909 15.9982
66000 -552.753 1.71682 16.062
68000 -552.556 2.48823 16.2895
70000 -552.275 2.92549 16.6223
72000 -551.993 3.15517 17.0607
74000 -551.664 3.26543 17.5288
76000 -551.334 3.22997 18.0134
78000 -551.016 3.1347 18.4307
80000 -550.721 2.68371 18.8289
82000 -550.481 2.08377 19.1724
84000 -550.312 1.20547 19.4436
86000 -550.24 0.275452 19.634
88000 -550.25 -0.542649 19.8127
90000 -550.336 -1.31233 19.8591
92000 -550.503 -2.00058 19.8635
94000 -550.734 -2.66299 19.7442
96000 -551.016 -3.20206 19.5102
98000 -551.355 -3.49662 19.1716
100000 -551.702 -3.48127 18.7085
102000 -552.041 -3.19257 18.1967
104000 -552.346 -2.75689 17.6497
106000 -552.582 -2.17006 17.087
108000 -552.777 -1.51785 16.6123
110000 -552.896 -0.731868 16.2744
112000 -552.919 0.202598 16.022
114000 -552.857 1.2249 16.0238
116000 -552.687 2.07425 16.1163
118000 -552.457 2.68322 16.4203
120000 -552.163 3.07284 16.7835
122000 -551.847 3.21094 17.2351
124000 -551.531 3.28101 17.7417
126000 -551.193 3.22213 18.1833
128000 -550.886 2.97615 18.5896
130000 -550.617 2.48406 18.9969
132000 -550.397 1.72808 19.2756
134000 -550.277 0.852455 19.5426
136000 -550.23 -0.0568421 19.7303
138000 -550.285 -0.845467 19.8163
140000 -550.396 -1.58465 19.8798
142000 -550.595 -2.29615 19.8158
144000 -550.856 -2.88772 19.6637
146000 -551.154 -3.35772 19.3719
148000 -551.513 -3.50493 19.0125
150000 -551.849 -3.40793 18.4916
152000 -552.161 -3.03371 17.9789
154000 -552.443 -2.53013 17.3943
156000 -552.669 -1.91367 16.8912
158000 -552.828 -1.23299 16.4412
160000 -552.909 -0.362774 16.1444
162000 -552.907 0.637386 16.0053
164000 -552.791 1.57247 16.0499
166000 -552.593 2.36522 16.2465
168000 -552.34 2.88993 16.5547
170000 -552.035 3.12021 16.991
172000 -551.719 3.23867 17.4292
174000 -551.388 3.27663 17.9263
176000 -551.071 3.17065 18.3573
178000 -550.768 2.81471 18.7753
180000 -550.512 2.18934 19.0919
182000 -550.331 1.37462 19.4045
184000 -550.243 0.45086 19.6001
186000 -550.239 -0.38113 19.7742
188000 -550.313 -1.16364 19.8619
190000 -550.467 -1.86656 19.88
192000 -550.682 -2.55856 19.7794
194000 -550.96 -3.09301 19.57
196000 -551.29 -3.4721 19.2451
198000 -551.636 -3.53104 18.7907
200000 -551.974 -3.27016 18.3164
