# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -551.368 -3.52609 19.0896
2000 -553.247 -3.02704 18.889
4000 -555.036 -2.42536 17.1061
6000 -556.553 -1.76985 14.2684
8000 -557.77 -1.1503 10.1433
10000 -558.555 -0.530165 5.48232
12000 -558.842 0.0525749 0.174408
14000 -558.588 0.647696 -5.27996
16000 -557.82 1.33164 -10.5583
18000 -556.561 1.99354 -15.1714
20000 -554.93 2.65658 -18.2227
22000 -553.07 3.22056 -19.5786
24000 -551.209 3.61047 -18.6587
26000 -549.531 3.84072 -15.8742
28000 -548.191 3.95724 -11.6703
30000 -547.341 3.95897 -6.57224
32000 -546.975 3.965 -1.39173
34000 -547.134 3.94067 3.62737
36000 -547.747 3.82805 8.02047
38000 -548.763 3.6387 11.8053
40000 -550.138 3.34873 14.6183
42000 -551.693 2.9642 16.2245
44000 -553.35 2.56854 16.4619
46000 -554.948 2.19266 15.0771
48000 -556.326 1.85411 12.4114
50000 -557.388 1.53328 8.51362
52000 -558.01 1.1552 3.87589
54000 -558.148 0.711793 -1.29386
56000 -557.755 0.242589 -6.6334
58000 -556.852 -0.287468 -11.7414
60000 -555.443 -0.753118 -16.2528
62000 -553.682 -1.05711 -19.424
64000 -551.647 -1.33404 -21.054
66000 -549.557 -1.44304 -20.615
68000 -547.624 -1.54917 -18.2729
70000 -545.982 -1.65406 -14.1464
72000 -544.838 -1.73733 -8.92752
74000 -544.204 -1.80914 -3.18442
76000 -544.169 -1.75561 2.53861
78000 -544.654 -1.63895 7.74332
80000 -545.625 -1.43079 12.3197
82000 -547.036 -1.25571 16.0114
84000 -548.726 -1.13485 18.6365
86000 -550.623 -1.09868 20.0022
88000 -552.601 -1.08968 19.9109
90000 -554.489 -1.11275 18.4006
92000 -556.16 -1.02261 15.513
94000 -557.492 -0.931985 11.4515
96000 -558.372 -0.796295 6.42778
98000 -558.733 -0.745312 0.901463
100000 -558.547 -0.78241 -4.72602
102000 -557.802 -0.892395 -9.85998
104000 -556.614 -1.03215 -14.0596
106000 -555.052 -1.16332 -16.8116
108000 -553.318 -1.1747 -17.8128
110000 -551.571 -1.15165 -17.0315
112000 -549.993 -1.16571 -14.4141
114000 -548.744 -1.15342 -10.5109
116000 -547.917 -1.28979 -5.64281
118000 -547.607 -1.40991 -0.425885
120000 -547.794 -1.49231 4.65212
122000 -548.47 -1.52354 9.14316
124000 -549.546 -1.40792 12.6969
126000 -550.911 -1.19117 15.1064
128000 -552.459 -0.98493 16.2384
130000 -554.07 -0.722405 16.0808
132000 -555.578 -0.540062 14.5481
134000 -556.89 -0.280859 11.8768
136000 -557.883 0.0539528 8.02063
138000 -558.446 0.460835 3.24265
140000 -558.509 0.944965 -2.20042
142000 -558.018 1.41568 -7.88852
144000 -556.985 1.87051 -13.244
146000 -555.455 2.20726 -17.6426
148000 -553.592 2.44949 -20.4936
150000 -551.523 2.63208 -21.5027
152000 -549.466 2.83498 -20.5337
154000 -547.592 3.01421 -17.8057
156000 -546.064 3.2229 -13.635
158000 -545.004 3.38155 -8.45203
160000 -544.481 3.45095 -2.82501
162000 -544.533 3.41834 2.88901
164000 -545.116 3.32868 8.19316
166000 -546.187 3.14285 12.7139
168000 -547.667 2.97994 16.2103
170000 -549.388 2.78331 18.3016
172000 -551.276 2.4735 18.9861
174000 -553.138 2.11496 18.2403
176000 -554.866 1.57589 16.2603
178000 -556.336 0.917964 13.1446
180000 -557.455 0.206585 9.09954
182000 -558.11 -0.482785 4.17261
184000 -558.248 -1.12476 -1.35842
186000 -557.826 -1.69753 -7.01395
188000 -556.847 -2.2018 -12.1722
190000 -555.417 -2.69111 -16.1548
192000 -553.683 -3.24161 -18.4077
194000 -551.785 -3.71494 -18.732
196000 -549.977 -4.09551 -17.0981
198000 -548.377 -4.40902 -13.8946
200000 -547.162 -4.47121 -9.56902
