# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -551.368 -3.52609 19.0896
2000 -552.296 -3.29581 18.7037
4000 -553.175 -2.75407 17.9858
6000 -553.926 -2.27462 17.1578
8000 -554.633 -1.46553 16.1533
10000 -555.258 -0.952044 15.1687
12000 -555.764 -0.284515 14.2242
14000 -556.179 0.333743 13.3036
16000 -556.541 0.881303 12.3242
18000 -556.781 1.44295 11.3787
20000 -556.982 1.57403 10.4142
22000 -557.127 1.65387 9.50788
24000 -557.259 1.32696 8.75147
26000 -557.409 1.00196 8.02658
28000 -557.548 0.593603 7.48181
30000 -557.743 0.113295 6.85555
32000 -557.936 -0.222058 6.05704
34000 -558.15 -0.666365 5.10246
36000 -558.362 -0.894215 3.78152
38000 -558.55 -1.01231 2.29835
40000 -558.697 -0.870036 0.62649
42000 -558.76 -0.564444 -1.1624
44000 -558.744 -0.186205 -3.02808
46000 -558.614 0.266624 -5.01378
48000 -558.391 0.6314 -7.11313
50000 -558.047 1.19515 -9.36364
52000 -557.593 1.75857 -11.7031
54000 -557 2.37225 -14.0387
56000 -556.264 2.91243 -16.1504
58000 -555.463 3.06166 -17.9771
60000 -554.597 2.81294 -19.3425
62000 -553.745 2.16808 -20.2634
64000 -552.96 1.33003 -20.8938
66000 -552.227 0.398453 -21.1678
68000 -551.578 -0.407219 -21.2899
70000 -551.009 -1.1965 -21.2055
72000 -550.513 -2.00673 -20.8402
74000 -550.109 -2.7279 -20.2989
76000 -549.804 -3.48886 -19.4226
78000 -549.576 -4.01847 -18.3315
80000 -549.415 -4.26844 -17.1563
82000 -549.322 -4.22807 -15.9175
84000 -549.227 -3.94593 -14.7656
86000 -549.144 -3.4166 -13.6379
88000 -549.033 -2.68512 -12.4989
90000 -548.87 -1.71343 -11.2567
92000 -548.652 -0.512368 -9.96776
94000 -548.345 0.780141 -8.51018
96000 -547.98 2.04289 -6.93729
98000 -547.54 3.11372 -5.37657
100000 -547.063 3.98018 -3.79273
102000 -546.578 4.56139 -2.20975
104000 -546.078 4.8809 -0.683473
106000 -545.62 4.98664 0.991512
108000 -545.232 4.692 2.75521
110000 -544.918 4.02962 4.59081
112000 -544.766 3.01328 6.4814
114000 -544.767 1.8521 8.2599
116000 -544.925 0.647707 9.90752
118000 -545.247 -0.380699 11.3428
120000 -545.688 -1.22126 12.5866
122000 -546.241 -1.9712 13.7254
124000 -546.896 -2.66909 14.7656
126000 -547.644 -3.3312 15.6747
128000 -548.464 -3.79463 16.5451
130000 -549.343 -3.95825 17.1641
132000 -550.24 -3.79954 17.4779
134000 -551.109 -3.32996 17.5616
136000 -551.939 -2.68849 17.3464
138000 -552.675 -1.97396 16.8953
140000 -553.352 -1.19571 16.4592
142000 -553.925 -0.357817 16.0068
144000 -554.409 0.461605 15.5778
146000 -554.816 1.20874 15.25
148000 -555.131 1.77573 14.8457
150000 -555.402 2.08613 14.3982
152000 -555.639 2.12817 13.947
154000 -555.85 2.03783 13.4442
156000 -556.07 1.80083 12.9987
158000 -556.298 1.47079 12.6096
160000 -556.551 1.03159 12.248
162000 -556.848 0.508268 11.7912
164000 -557.18 -0.0585626 11.1321
166000 -557.544 -0.564294 10.199
168000 -557.904 -0.815643 8.92571
170000 -558.245 -0.827425 7.35823
172000 -558.516 -0.658132 5.57316
174000 -558.715 -0.423696 3.62374
176000 -558.828 -0.14919 1.58452
178000 -558.847 0.081014 -0.603042
180000 -558.767 0.406948 -2.88888
182000 -558.573 0.940702 -5.31814
184000 -558.255 1.47033 -7.85467
186000 -557.799 2.01759 -10.3668
188000 -557.237 2.32131 -12.7115
190000 -556.593 2.18561 -14.7816
192000 -555.918 1.79933 -16.4226
194000 -555.259 1.1312 -17.6348
196000 -554.636 0.379253 -18.5328
198000 -554.046 -0.340768 -19.1534
200000 -553.536 -1.08855 -19.636
