# Time-averaged data for fix fxOutput
# TimeStep c_0 c_2[1] c_2[2]
0 -353.18 0.616227 14.0529
2000 -353.89 0.71808 13.9005
4000 -354.589 0.800237 13.481
6000 -355.252 0.927972 12.9009
8000 -355.897 0.784455 12.0187
10000 -356.496 0.7338 10.9868
12000 -357.018 0.515723 9.77808
14000 -357.456 0.410326 8.41275
16000 -357.847 0.389196 6.9062
18000 -358.141 0.325466 5.29178
20000 -358.376 0.375364 3.57091
22000 -358.525 0.236144 1.77832
24000 -358.581 0.158041 -0.0192027
26000 -358.552 0.0278786 -1.94424
28000 -358.417 -0.0717337 -3.78028
30000 -358.202 -0.0408858 -5.60726
32000 -357.908 -0.0408663 -7.41895
34000 -357.534 -0.0454454 -9.02469
36000 -357.081 -0.140951 -10.5956
38000 -356.558 -0.262578 -11.9325
40000 -355.958 -0.392545 -13.0469
42000 -355.309 -0.435014 -13.9536
44000 -354.637 -0.408405 -14.5547
46000 -353.925 -0.376177 -14.8765
48000 -353.233 -0.35211 -14.8896
50000 -352.53 -0.417459 -14.5974
52000 -351.841 -0.512706 -13.9924
54000 -351.188 -0.631336 -13.0942
56000 -350.561 -0.674116 -11.9538
58000 -349.998 -0.668273 -10.577
60000 -349.497 -0.651016 -9.00449
62000 -349.077 -0.611142 -7.29617
64000 -348.727 -0.652315 -5.45628
66000 -348.465 -0.702764 -3.58137
68000 -348.284 -0.670282 -1.64542
70000 -348.193 -0.526876 0.28767
72000 -348.212 -0.302909 2.17616
74000 -348.341 -0.00685895 4.00222
76000 -348.566 0.264595 5.75285
78000 -348.896 0.435429 7.36821
80000 -349.311 0.526053 8.84355
82000 -349.789 0.637351 10.1904
84000 -350.337 0.738176 11.325
86000 -350.945 0.833518 12.2878
88000 -351.593 0.929407 13.068
90000 -352.269 0.893235 13.5744
92000 -352.976 0.774621 13.8929
94000 -353.657 0.589102 13.9723
96000 -354.325 0.425085 13.8373
98000 -354.973 0.25469 13.4415
100000 -355.582 0.197724 12.8559
102000 -356.164 0.157683 12.0923
104000 -356.692 0.0254381 11.091
106000 -357.168 -0.109907 9.9613
108000 -357.571 -0.267938 8.70378
110000 -357.903 -0.409305 7.26338
112000 -358.152 -0.462103 5.73124
114000 -358.347 -0.437251 4.0853
116000 -358.443 -0.431914 2.33565
118000 -358.469 -0.483627 0.530686
120000 -358.412 -0.557289 -1.32998
122000 -358.243 -0.62527 -3.21644
124000 -358 -0.673069 -5.0944
126000 -357.674 -0.582614 -6.92769
128000 -357.272 -0.472094 -8.66842
130000 -356.809 -0.35445 -10.294
132000 -356.28 -0.315959 -11.7878
134000 -355.693 -0.354739 -13.0137
136000 -355.049 -0.417183 -14.0391
138000 -354.367 -0.45798 -14.7507
140000 -353.657 -0.444457 -15.1456
142000 -352.936 -0.384939 -15.2299
144000 -352.225 -0.339842 -14.9786
146000 -351.523 -0.366589 -14.3953
148000 -350.864 -0.400523 -13.5309
150000 -350.239 -0.411536 -12.3897
152000 -349.673 -0.351885 -10.994
154000 -349.192 -0.166368 -9.39838
156000 -348.797 0.108556 -7.64806
158000 -348.517 0.360984 -5.77238
160000 -348.342 0.564153 -3.86987
162000 -348.267 0.718168 -1.8933
164000 -348.301 0.766259 0.0805353
166000 -348.421 0.885455 1.95905
168000 -348.638 0.987157 3.81275
170000 -348.94 1.06642 5.52063
172000 -349.33 1.09333 7.14233
174000 -349.768 0.99232 8.62817
176000 -350.276 0.803589 9.9392
178000 -350.804 0.593481 11.0941
180000 -351.377 0.443736 12.0985
182000 -351.96 0.295708 12.8144
184000 -352.573 0.232685 13.4046
186000 -353.21 0.10741 13.7186
188000 -353.822 -0.0343666 13.8185
190000 -354.437 -0.240796 13.7104
192000 -355.018 -0.418105 13.3557
194000 -355.572 -0.50189 12.798
196000 -356.079 -0.519677 12.04
198000 -356.566 -0.492781 11.0976
200000 -356.995 -0.482657 9.96511
